lake_name,year,ice_off_doy
 COBBOSSEECONTEE LAKE,1843,125
 COBBOSSEECONTEE LAKE,1844,112
 COBBOSSEECONTEE LAKE,1845,122
 COBBOSSEECONTEE LAKE,1846,107
 COBBOSSEECONTEE LAKE,1847,128
 COBBOSSEECONTEE LAKE,1850,121
 COBBOSSEECONTEE LAKE,1851,111
 COBBOSSEECONTEE LAKE,1852,123
 COBBOSSEECONTEE LAKE,1853,110
 COBBOSSEECONTEE LAKE,1854,128
 COBBOSSEECONTEE LAKE,1855,115
 COBBOSSEECONTEE LAKE,1856,116
 COBBOSSEECONTEE LAKE,1857,107
 COBBOSSEECONTEE LAKE,1858,108
 COBBOSSEECONTEE LAKE,1859,120
 COBBOSSEECONTEE LAKE,1860,113
 COBBOSSEECONTEE LAKE,1861,115
 COBBOSSEECONTEE LAKE,1862,126
 COBBOSSEECONTEE LAKE,1863,122
 COBBOSSEECONTEE LAKE,1864,113
 COBBOSSEECONTEE LAKE,1865,103
 COBBOSSEECONTEE LAKE,1866,108
 COBBOSSEECONTEE LAKE,1867,117
 COBBOSSEECONTEE LAKE,1868,121
 COBBOSSEECONTEE LAKE,1869,119
 COBBOSSEECONTEE LAKE,1870,114
 COBBOSSEECONTEE LAKE,1871,99
 COBBOSSEECONTEE LAKE,1872,123
 COBBOSSEECONTEE LAKE,1873,122
 COBBOSSEECONTEE LAKE,1874,124
 COBBOSSEECONTEE LAKE,1875,122
 COBBOSSEECONTEE LAKE,1876,121
 COBBOSSEECONTEE LAKE,1877,108
 COBBOSSEECONTEE LAKE,1878,104
 COBBOSSEECONTEE LAKE,1879,125
 COBBOSSEECONTEE LAKE,1880,112
 COBBOSSEECONTEE LAKE,1881,111
 COBBOSSEECONTEE LAKE,1882,118
 COBBOSSEECONTEE LAKE,1883,121
 COBBOSSEECONTEE LAKE,1884,116
 COBBOSSEECONTEE LAKE,1885,119
 COBBOSSEECONTEE LAKE,1886,110
 COBBOSSEECONTEE LAKE,1887,127
 COBBOSSEECONTEE LAKE,1888,129
 COBBOSSEECONTEE LAKE,1889,105
 COBBOSSEECONTEE LAKE,1890,116
 COBBOSSEECONTEE LAKE,1891,118
 COBBOSSEECONTEE LAKE,1892,108
 COBBOSSEECONTEE LAKE,1893,124
 COBBOSSEECONTEE LAKE,1894,114
 COBBOSSEECONTEE LAKE,1895,111
 COBBOSSEECONTEE LAKE,1896,112
 COBBOSSEECONTEE LAKE,1897,114
 COBBOSSEECONTEE LAKE,1898,106
 COBBOSSEECONTEE LAKE,1899,119
 COBBOSSEECONTEE LAKE,1900,114
 COBBOSSEECONTEE LAKE,1901,110
 COBBOSSEECONTEE LAKE,1902,92
 COBBOSSEECONTEE LAKE,1903,95
 COBBOSSEECONTEE LAKE,1904,118
 COBBOSSEECONTEE LAKE,1905,111
 COBBOSSEECONTEE LAKE,1906,114
 COBBOSSEECONTEE LAKE,1907,121
 COBBOSSEECONTEE LAKE,1908,111
 COBBOSSEECONTEE LAKE,1909,109
 COBBOSSEECONTEE LAKE,1910,94
 COBBOSSEECONTEE LAKE,1911,118
 COBBOSSEECONTEE LAKE,1912,114
 COBBOSSEECONTEE LAKE,1913,107
 COBBOSSEECONTEE LAKE,1914,116
 COBBOSSEECONTEE LAKE,1915,104
 COBBOSSEECONTEE LAKE,1916,112
 COBBOSSEECONTEE LAKE,1917,116
 COBBOSSEECONTEE LAKE,1918,118
 COBBOSSEECONTEE LAKE,1919,100
 COBBOSSEECONTEE LAKE,1920,118
 COBBOSSEECONTEE LAKE,1921,91
 COBBOSSEECONTEE LAKE,1922,105
 COBBOSSEECONTEE LAKE,1923,116
 COBBOSSEECONTEE LAKE,1924,109
 COBBOSSEECONTEE LAKE,1925,96
 COBBOSSEECONTEE LAKE,1926,123
 COBBOSSEECONTEE LAKE,1927,106
 COBBOSSEECONTEE LAKE,1928,110
 COBBOSSEECONTEE LAKE,1929,111
 COBBOSSEECONTEE LAKE,1930,103
 COBBOSSEECONTEE LAKE,1931,102
 COBBOSSEECONTEE LAKE,1932,110
 COBBOSSEECONTEE LAKE,1933,109
 COBBOSSEECONTEE LAKE,1934,112
 COBBOSSEECONTEE LAKE,1935,115
 COBBOSSEECONTEE LAKE,1936,102
 COBBOSSEECONTEE LAKE,1937,113
 COBBOSSEECONTEE LAKE,1938,108
 COBBOSSEECONTEE LAKE,1939,124
 COBBOSSEECONTEE LAKE,1940,122
 COBBOSSEECONTEE LAKE,1941,102
 COBBOSSEECONTEE LAKE,1942,103
 COBBOSSEECONTEE LAKE,1943,116
 COBBOSSEECONTEE LAKE,1944,118
 COBBOSSEECONTEE LAKE,1945,93
 COBBOSSEECONTEE LAKE,1946,97
 COBBOSSEECONTEE LAKE,1947,104
 COBBOSSEECONTEE LAKE,1948,99
 COBBOSSEECONTEE LAKE,1949,101
 COBBOSSEECONTEE LAKE,1950,111
 COBBOSSEECONTEE LAKE,1951,96
 COBBOSSEECONTEE LAKE,1952,110
 COBBOSSEECONTEE LAKE,1953,87
 COBBOSSEECONTEE LAKE,1954,109
 COBBOSSEECONTEE LAKE,1955,106
 COBBOSSEECONTEE LAKE,1956,118
 COBBOSSEECONTEE LAKE,1957,103
